index,causality,URL
1,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0001.txt
2,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0002.txt
3,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0003.txt
4,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0004.txt
5,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0005.txt
6,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0006.txt
7,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0007.txt
8,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0008.txt
9,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0009.txt
10,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0010.txt
11,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0011.txt
12,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0012.txt
13,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0013.txt
14,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0014.txt
15,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0015.txt
16,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0016.txt
17,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0017.txt
18,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0018.txt
19,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0019.txt
20,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0020.txt
21,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0021.txt
22,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0022.txt
23,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0023.txt
24,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0024.txt
25,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0025.txt
26,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0026.txt
27,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0027.txt
28,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0028.txt
29,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0029.txt
30,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0030.txt
31,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0031.txt
32,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0032.txt
33,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0033.txt
34,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0034.txt
35,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0035.txt
36,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0036.txt
37,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0037.txt
38,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0038.txt
39,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0039.txt
40,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0040.txt
41,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0041.txt
42,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0042.txt
43,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0043.txt
44,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0044.txt
45,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0045.txt
46,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0046.txt
47,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0047.txt
48,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0048.txt
49,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0049.txt
50,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0050.txt
51,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0051.txt
52,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0052.txt
53,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0053.txt
54,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0054.txt
55,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0055.txt
56,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0056.txt
57,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0057.txt
58,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0058.txt
59,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0059.txt
60,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0060.txt
61,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0061.txt
62,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0062.txt
63,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0063.txt
64,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0064.txt
65,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0065.txt
66,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0066.txt
67,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0067.txt
68,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0068.txt
69,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0069.txt
70,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0070.txt
71,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0071.txt
72,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0072.txt
73,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0073.txt
74,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0074.txt
75,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0075.txt
76,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0076.txt
77,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0077.txt
78,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0078.txt
79,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0079.txt
80,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0080.txt
81,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0081.txt
82,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0082.txt
83,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0083.txt
84,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0084.txt
85,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0085.txt
86,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0086.txt
87,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0087.txt
88,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0088.txt
89,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0089.txt
90,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0090.txt
91,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0091.txt
92,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0092.txt
93,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0093.txt
94,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0094.txt
95,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0095.txt
96,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0096.txt
97,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0097.txt
98,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0098.txt
99,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0099.txt
100,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0100.txt
101,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0101.txt
102,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0102.txt
103,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0103.txt
104,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0104.txt
105,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0105.txt
106,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0106.txt
107,0,https://webdav.tuebingen.mpg.de/cause-effect/pair0107.txt
108,1,https://webdav.tuebingen.mpg.de/cause-effect/pair0108.txt
